case_id,activity,timestamp,event_type,arrival_timestamp
case_72.74,h,528.757417,start,528.757417
case_77.79.fractal_46,c,528.932512,end,528.932512
case_91.92,m,529.006700,start,529.006700
case_50,s,505.122156,end,529.012467
case_46.71.fractal_66,m,505.454518,start,529.559889
case_102.103,i,529.624192,end,529.624192
case_46.71.fractal_66,i,505.763820,start,529.804717
case_46.71,m,520.980293,start,530.201843
case_102,q,524.937300,start,530.284681
case_72.74,k,530.485244,start,530.485244
case_91.92.fractal_67,m,516.768575,start,530.606866
case_116.117.fractal_72,m,530.898145,start,530.898145
case_91.92.fractal_67,m,518.877697,end,531.130525
case_53.109,a,504.396306,end,531.233302
case_102.103,i,511.672247,end,532.173329
case_9,y,513.501687,start,532.478514
case_46.71.fractal_66,m,505.763820,end,532.940249
case_116.117.fractal_72,a,523.515839,start,533.020803
case_6.69.fractal_69,b,506.889417,start,533.276555
case_6.69.fractal_69,b,510.426770,end,533.282160
case_116.117,b,523.515839,end,533.379666
case_6.69,s,517.828348,end,533.478918
case_102.103,a,533.588625,end,533.588625
case_102.103,m,533.588625,start,533.588625
case_50,y,519.484431,start,534.364716
case_6.69.fractal_69,b,511.481053,start,534.657651
case_77.79.fractal_46,m,512.442135,start,535.170381
case_116.117.fractal_72,i,535.218214,start,535.218214
case_9.108,c,510.138128,end,535.297812
case_102.103,i,507.081996,start,535.346030
case_53.120,g,536.092500,end,536.092500
case_72.74,k,507.198210,start,536.188885
case_50,y,529.488729,end,536.382969
case_53.120,k,536.092500,start,536.437567
case_91.92.fractal_67,m,536.968624,start,536.968624
case_91.92.fractal_73,q,537.210323,start,537.210323
case_9,d,534.969866,start,537.408921
case_9,s,513.501687,end,537.467102
case_116.117.fractal_72,i,537.740273,end,537.740273
case_6.69.fractal_69,i,511.481053,end,538.379051
case_91.92.fractal_67,a,516.768575,end,538.437049
case_116.117.fractal_72,i,539.173650,start,539.173650
case_116.117.fractal_72,a,530.898145,end,539.764680
case_46.71,m,529.388906,end,539.840950
case_91.92.fractal_67,a,526.697924,start,539.904046
case_50.122,s,529.488729,start,540.375825
case_116.117.fractal_72,b,537.740273,start,541.020458
case_91.92,q,526.840472,end,541.203522
case_72.74,k,541.436343,start,541.436343
case_91.92.fractal_67,f,526.697924,end,541.858184
case_72.74,k,526.156552,end,542.449686
case_6.69,d,517.828348,start,542.498037
case_72.74,g,526.156552,start,543.216977
case_53,m,543.748829,end,543.748829
case_77.79.fractal_46,c,526.055850,start,544.206863
case_9.119,p,517.919610,end,544.486697
case_91.92.fractal_73,p,529.006700,start,544.655967
case_102.121,y,527.322125,end,544.788206
case_62,h,544.789830,end,544.789830
case_102.104,q,529.312474,end,544.833845
case_77.79.fractal_46,m,524.939367,end,544.849483
case_50.122,s,532.163841,end,545.076004
case_9.fractal_36,s,523.797863,start,545.435564
case_72.74,k,519.517125,start,545.556909
case_81,c,545.779616,end,545.779616
case_102.104,m,546.062487,end,546.062487
case_102.104.fractal_74,p,546.062487,start,546.062487
case_102.104,q,546.062487,start,546.062487
case_102.104.fractal_74,p,546.593340,end,546.593340
case_50,d,529.488729,start,546.957110
case_91.92,m,530.168293,end,547.102990
case_91.92.fractal_73,m,547.394069,end,547.394069
case_91.92.fractal_73,p,547.504319,start,547.504319
case_102.104,p,547.689152,start,547.689152
case_9.fractal_36,c,523.797863,end,547.721301
case_91.92.fractal_73,m,547.935578,start,547.935578
case_81.124,c,548.033942,end,548.033942
case_81.124,c,545.779616,start,548.036086
case_1.123,i,548.653655,end,548.653655
case_1.123,b,548.653655,start,548.653655
case_62,a,523.541177,end,549.093416
case_116.117,c,540.242624,end,549.223080
case_102.121,y,535.515488,start,549.226576
case_91.92.fractal_73,m,530.244570,start,549.230267
case_91.92.fractal_73,p,538.509318,start,549.434458
case_102.104,p,549.667303,end,549.667303
case_102.103,q,549.691973,start,549.691973
case_91.92,p,550.112734,end,550.112734
case_91.92,m,550.112734,start,550.112734
case_62,h,531.461153,start,550.186541
case_50.fractal_39,m,536.839486,end,550.517936
case_102.103,m,549.691973,end,550.545888
case_102.104.fractal_74,q,550.926886,start,550.926886
case_102.121,d,535.515488,end,550.944689
case_91.92,p,529.006700,end,551.011452
case_91.92.fractal_76,m,551.070573,end,551.070573
case_72.74,h,530.485244,end,551.315230
case_1.123,i,541.884834,start,551.540851
case_102.104.fractal_74,m,546.593340,start,551.793421
case_9.fractal_36,s,551.491874,end,551.869382
case_91.92,p,539.605574,start,551.894399
case_53.120,g,524.704664,start,552.273287
case_91.92.fractal_73,p,530.244570,end,552.296554
case_62,m,523.541177,start,552.538932
case_50.122,d,532.163841,start,552.999487
case_125,c,161.341911,start,189.219700
case_125,c,213.894415,end,213.894415
case_125.126,i,213.894415,start,234.743276
case_125.126,i,223.320863,end,233.418726
case_125.126,a,223.320863,start,226.313430
case_125.126,a,230.172609,end,244.685477
case_125.126,m,230.172609,start,230.735860
case_125.126,m,231.565537,end,234.419523
case_125.126,q,231.565537,start,231.565537
case_125.126,q,243.383594,end,256.382866
case_125.126,p,243.383594,start,264.502161
case_125.126,p,253.539972,end,260.969487
case_125.126,m,253.539972,start,260.194269
case_125.126,m,264.371949,end,279.989789
case_127,c,164.008359,start,180.654805
case_127,c,257.671510,end,257.671510
case_128,a,167.529423,start,167.529423
case_128,a,193.850345,end,202.449930
case_128,m,193.850345,start,215.379352
case_128,m,208.826166,end,234.278780
case_128.129,o,208.826166,start,234.629255
case_128,q,208.826166,start,208.826166
case_128.129,o,211.201842,end,211.201842
case_128.129,c,211.201842,start,236.708211
case_128.129,c,211.277411,end,222.539447
case_128.129,s,211.277411,start,239.716789
case_128.129,s,220.232281,end,220.232281
case_128.129,d,220.232281,start,220.232281
case_128,q,220.529164,end,220.529164
case_128.130,h,220.529164,start,249.262419
case_128,p,220.529164,start,235.503547
case_128.130,h,229.581393,end,234.506497
case_128.130,g,229.581393,start,248.437415
case_128,p,231.807880,end,232.729477
case_128,m,231.807880,start,249.589725
case_128,m,231.986184,end,241.956849
case_128.131,h,231.986184,start,238.948955
case_128,i,231.986184,start,253.892481
case_128.130,g,233.935380,end,234.135037
case_128.130,o,233.935380,start,233.935380
case_128.131,h,234.083867,end,262.941092
case_128.131,k,234.083867,start,260.138539
case_128.131,k,236.639889,end,236.639889
case_128.131,g,236.639889,start,258.102362
case_128.130,o,237.160933,end,245.307402
case_128.130,g,237.160933,start,247.195657
case_128.131,g,237.467622,end,253.190567
case_128.131,o,237.467622,start,237.467622
case_128.131,o,244.235446,end,270.155321
case_128.131,c,244.235446,start,269.253019
case_128.130,g,246.724389,end,252.377469
case_128.130,h,246.724389,start,246.724389
case_128.130,h,251.586844,end,260.101082
case_128.130,a,251.586844,start,277.730790
case_128.129,d,253.976165,end,263.836873
case_128.129,a,253.976165,start,256.659550
case_128.129,a,255.053986,end,278.318529
case_128.129.fractal_77,o,255.053986,start,282.937660
case_128.129,m,255.053986,start,267.307620
case_128.131,c,256.872675,end,256.872675
case_128.131,s,256.872675,start,280.127544
case_128.129.fractal_77,o,257.012946,end,257.012946
case_128.129.fractal_77,c,257.012946,start,270.288060
case_128.129.fractal_77,c,257.075260,end,261.890156
case_128.129.fractal_77,s,257.075260,start,257.075260
case_128.130,a,259.965483,end,286.966472
case_128.130,m,259.965483,start,259.965483
case_128.130,m,260.303973,end,287.656157
case_128.131,s,260.487431,end,260.487431
case_128.131,y,260.487431,start,260.487431
case_128.129,m,262.366342,end,287.271610
case_128.129.fractal_77,s,264.459364,end,290.742236
case_128.129.fractal_77,d,264.459364,start,268.117984
case_128.131,y,266.853583,end,296.223667
case_128.131,c,266.853583,start,266.853583
case_128.131,c,272.266935,end,283.469728
case_128.131,s,272.266935,start,291.288781
case_128.131,s,276.134567,end,304.576031
case_128.131,d,276.134567,start,289.230401
case_128,i,276.665640,end,300.184037
case_128.132,b,276.665640,start,277.472827
case_128,b,276.665640,start,281.710647
case_128.132,b,276.906735,end,276.906735
case_128.132,i,276.906735,start,306.924904
case_128.132,i,277.703490,end,291.606815
case_128.132,a,277.703490,start,289.498859
case_128.132,a,283.838571,end,300.584549
case_128.132,m,283.838571,start,284.114327
case_128.129.fractal_77,d,292.284266,end,297.391492
case_128.129.fractal_77,a,292.284266,start,299.141201
case_128.129.fractal_77,a,293.173026,end,316.241313
case_128.131,d,297.032029,end,297.032029
case_128.131,a,297.032029,start,306.561320
case_128.132,m,304.202283,end,310.762818
case_128.132.fractal_78,b,304.202283,start,320.662875
case_128.132.fractal_78,b,304.401088,end,332.496791
case_128.132.fractal_78,i,304.401088,start,316.276174
case_128.132.fractal_78,i,305.058085,end,325.503464
case_128.132.fractal_78,a,305.058085,start,331.125191
case_128.132.fractal_78,a,310.117017,end,331.588923
case_128.132.fractal_78,m,310.117017,start,333.566400
case_128,b,314.704065,end,333.220316
case_128,i,314.704065,start,337.222745
case_128.132.fractal_78,m,326.908750,end,343.956880
case_128.131,a,327.065070,end,327.065070
case_128.131,m,327.065070,start,350.263548
case_128.131,m,327.461334,end,331.226774
case_128.131,q,327.461334,start,337.914760
case_128,i,329.811689,end,329.811689
case_128.133,p,329.811689,start,360.433474
case_128,b,329.811689,start,329.811689
case_128.133,p,331.051799,end,345.804671
case_128.133,m,331.051799,start,360.798478
case_128.131,q,331.937684,end,331.937684
case_128.131,p,331.937684,start,331.937684
case_128.131,p,333.412227,end,359.008052
case_128.131,m,333.412227,start,358.829119
case_128.131,m,339.692532,end,356.762565
case_128.131,q,339.692532,start,346.008017
case_128.133,m,348.892717,end,365.906987
case_128.131,q,350.811036,end,357.818370
case_128.131,p,350.811036,start,380.636079
case_128.131,p,350.934562,end,350.934562
case_128.131,m,350.934562,start,350.934562
case_128.131,m,351.516867,end,351.516867
case_128.131,q,351.516867,start,351.516867
case_128.131,q,358.245776,end,380.397111
case_128.131,p,358.245776,start,382.669420
case_128.131,p,360.977376,end,362.100574
case_128.131,m,360.977376,start,360.977376
case_128.131,m,368.739004,end,397.245330
case_128.131,q,368.739004,start,398.954289
case_128.131,q,371.689558,end,398.597588
case_128.131,p,371.689558,start,397.885530
case_128.131,p,385.311357,end,403.994824
case_128.131.fractal_79,h,385.311357,start,386.543890
case_128.131,m,385.311357,start,397.218057
case_128.131.fractal_79,h,387.041087,end,387.041087
case_128.131.fractal_79,k,387.041087,start,397.796303
case_128.131,m,387.309253,end,398.089963
case_128.131,q,387.309253,start,414.656375
case_128.131.fractal_79,k,389.148760,end,394.290410
case_128.131.fractal_79,g,389.148760,start,404.752186
case_128.131.fractal_79,g,389.831301,end,412.412556
case_128.131.fractal_79,o,389.831301,start,389.831301
case_128,b,393.477690,end,393.719732
case_128.134,h,393.477690,start,421.450639
case_128,i,393.477690,start,423.592946
case_128.131.fractal_79,o,395.411988,end,425.491564
case_128.131.fractal_79,c,395.411988,start,395.411988
case_128.134,h,396.682010,end,411.201895
case_128.134,k,396.682010,start,396.965767
case_128.131,q,398.167034,end,415.174779
case_128.131,p,398.167034,start,407.965570
case_128.131,p,401.843649,end,428.766153
case_128.131,m,401.843649,start,403.223780
case_128.131,m,403.090490,end,403.090490
case_128.131,q,403.090490,start,420.730116
case_128.131,q,403.403498,end,417.899610
case_128.131,p,403.403498,start,403.403498
case_128.134,k,404.528672,end,416.290293
case_128.134,o,404.528672,start,416.296203
case_128.131,p,404.749767,end,424.267921
case_128.131.fractal_80,m,404.749767,start,426.062372
case_128.131,m,404.749767,start,434.009265
case_128.131.fractal_79,c,405.832532,end,405.832532
case_128.131.fractal_79,s,405.832532,start,425.751968
case_128.131.fractal_80,m,406.397214,end,428.524555
case_128.131.fractal_80,q,406.397214,start,421.115123
case_128.131.fractal_79,s,408.813227,end,408.813227
case_128.131.fractal_79,y,408.813227,start,430.014276
case_128.131,m,409.852260,end,423.128863
case_128.131,q,409.852260,start,409.852260
case_128.134,o,410.481052,end,423.274256
case_128.134,k,410.481052,start,420.984997
case_128,i,412.337743,end,423.464666
case_128,c,412.337743,start,430.911142
case_128.131.fractal_79,y,414.062698,end,440.012102
case_128.131.fractal_79,c,414.062698,start,442.109901
case_128.131.fractal_80,q,415.350442,end,415.350442
case_128.131.fractal_80,p,415.350442,start,415.350442
case_128.131.fractal_80,p,418.382145,end,443.628441
case_128.131.fractal_80,m,418.382145,start,431.645026
case_128.131.fractal_79,c,418.526499,end,428.040306
case_128.131.fractal_79,s,418.526499,start,424.947463
case_128.131.fractal_80,m,419.410280,end,419.410280
case_128.131.fractal_80,q,419.410280,start,423.244001
case_128.131.fractal_80,q,419.668383,end,422.231744
case_128.131.fractal_80,p,419.668383,start,419.668383
case_128.131.fractal_80,p,420.778504,end,428.185665
case_128.131.fractal_79,s,421.715714,end,427.882347
case_128.131.fractal_79,d,421.715714,start,438.291789
case_128.134,k,426.366839,end,426.366839
case_128.134,g,426.366839,start,431.448321
case_128.134,g,430.140206,end,456.478335
case_128.134,o,430.140206,start,458.096465
case_128.131,q,433.046215,end,433.046215
case_128.131,p,433.046215,start,442.204016
case_128.134,o,435.679589,end,446.959539
case_128.134,c,435.679589,start,446.772053
case_128.131,p,437.135564,end,440.362139
case_128.131,m,437.135564,start,437.135564
case_128.131.fractal_79,d,438.947572,end,452.554758
case_128.131.fractal_79,a,438.947572,start,443.448226
case_128,c,448.039068,end,454.695480
case_128,f,448.039068,start,453.790235
case_128.134,c,448.398686,end,448.398686
case_128.134.fractal_81,h,448.398686,start,448.398686
case_128.131,m,450.215679,end,450.215679
case_128.131,i,450.215679,start,458.126491
case_128.134.fractal_81,h,451.040939,end,456.865698
case_128.134.fractal_81,k,451.040939,start,451.040939
case_128.131,i,452.330046,end,475.672323
case_128.131,c,452.330046,start,469.402120
case_128.131,c,457.167001,end,480.857254
case_128.134.fractal_81,k,457.511225,end,457.511225
case_128.134.fractal_81,o,457.511225,start,482.580469
case_128.134.fractal_81,o,462.419504,end,462.419504
case_128.134.fractal_81,k,462.419504,start,475.803675
case_128.131.fractal_79,a,463.712544,end,468.072005
case_128.131.fractal_79,m,463.712544,start,487.611236
case_128.131.fractal_79,m,464.039300,end,476.457423
case_128.131.fractal_79,q,464.039300,start,473.547424
case_128.131.fractal_79,q,467.730458,end,486.370152
case_128.131.fractal_79,p,467.730458,start,467.730458
case_128,f,468.009472,end,494.710786
case_128.135,b,468.009472,start,478.839964
case_128,a,468.009472,start,489.716327
case_128.131.fractal_79,p,468.946353,end,478.854839
case_128.131.fractal_79,m,468.946353,start,468.946353
case_128.135,b,472.255447,end,483.624715
case_128.135.fractal_82,b,472.255447,start,501.236145
case_128.135,i,472.255447,start,472.255447
case_128,a,473.034927,end,494.129817
case_128,m,473.034927,start,481.906601
case_128.131.fractal_79,m,474.125036,end,474.125036
case_128.131.fractal_79,q,474.125036,start,491.370436
case_128.134.fractal_81,k,475.518780,end,492.101255
case_128.134.fractal_81,g,475.518780,start,491.398207
case_128.135.fractal_82,b,475.756639,end,495.519080
case_128.134.fractal_81,g,478.630264,end,485.941221
case_128.134.fractal_81,o,478.630264,start,478.630264
case_128.135,i,479.315885,end,479.315885
case_128.135,a,479.315885,start,488.353988
case_128.134.fractal_81,o,483.197989,end,483.197989
case_128.134.fractal_81,c,483.197989,start,505.770657
case_128.131.fractal_79,q,483.293253,end,508.533881
case_128.131.fractal_79,p,483.293253,start,483.293253
case_128.131.fractal_79,p,483.395112,end,503.084537
case_128.131.fractal_79,m,483.395112,start,483.395112
case_128.135,a,483.815493,end,494.364985
case_128.135,m,483.815493,start,508.932512
case_128.131.fractal_79,m,483.875275,end,494.106875
case_128.131.fractal_79,q,483.875275,start,483.875275
case_128.135,m,486.469859,end,505.279785
case_128.131.fractal_79,q,489.423872,end,491.645444
case_128.131.fractal_79,p,489.423872,start,517.277630
case_128.131.fractal_79,p,491.676325,end,517.804505
case_128.131.fractal_79,m,491.676325,start,498.429695
case_128.134.fractal_81,c,493.686041,end,501.305313
case_128.131.fractal_79,m,498.076493,end,498.076493
case_128.131.fractal_79,q,498.076493,start,507.391694
case_128.131.fractal_79,q,500.509493,end,515.134033
case_128.131.fractal_79,p,500.509493,start,500.509493
case_128.131.fractal_79,p,511.741905,end,511.741905
case_102.103,a,529.624192,start,553.316444
case_30,c,550.063273,end,553.328090
case_77.79.fractal_46,f,526.055850,end,554.102373
case_91.92.fractal_73,m,537.210323,end,554.104153
case_6,q,553.163890,end,554.104955
case_6.69.fractal_69,b,524.347052,end,554.365537
case_30.fractal_75,a,554.688711,end,554.688711
case_136,c,174.931300,start,174.931300
case_136,c,231.388200,end,231.388200
case_136,s,231.388200,start,248.837071
case_136,s,246.119644,end,272.293422
case_136,y,246.119644,start,246.119644
case_136,y,252.273010,end,270.057453
case_136.137,s,252.273010,start,275.617899
case_136,d,252.273010,start,262.554895
case_136,d,252.617433,end,262.177101
case_136,a,252.617433,start,273.022287
case_136.137,s,256.255027,end,256.721332
case_136.137.fractal_83,s,256.255027,start,265.204180
case_136.137,d,256.255027,start,256.255027
case_136.137,d,259.006883,end,288.959506
case_136.137,y,259.006883,start,281.896478
case_136.137.fractal_83,s,259.538563,end,265.356399
case_136.137,y,267.752512,end,290.596060
case_136.137.fractal_84,d,267.752512,start,287.182958
case_136.137,d,267.752512,start,267.752512
case_136.137.fractal_84,d,270.021668,end,270.021668
case_136.137.fractal_84,y,270.021668,start,281.414510
case_136.137,d,273.857886,end,290.049702
case_136.137,c,273.857886,start,277.102361
case_136.137,c,274.324876,end,277.533277
case_136.137,h,274.324876,start,303.074423
case_136.137.fractal_84,y,277.233234,end,299.222262
case_136.137,h,280.427834,end,280.427834
case_136.137,k,280.427834,start,287.020163
case_136.137,k,281.462374,end,310.296224
case_136.137,g,281.462374,start,307.915332
case_136.137,g,283.042998,end,299.757560
case_136.137,h,283.042998,start,297.482434
case_136.137,h,286.906149,end,288.550416
case_136.137,a,286.906149,start,293.669460
case_136.137,a,288.739126,end,316.469243
case_136.137,m,288.739126,start,311.350078
case_136.137,m,290.934171,end,313.539161
case_136,a,356.391482,end,372.502214
case_136.138,b,356.391482,start,356.856363
case_136,m,356.391482,start,381.806366
case_136.138,b,362.273601,end,362.273601
case_136.138,i,362.273601,start,362.273601
case_136.138,i,364.843320,end,388.585721
case_136.138,c,364.843320,start,384.849861
case_136,m,365.013135,end,393.063042
case_136,q,365.013135,start,370.847425
case_136.138,c,370.638552,end,395.580054
case_136,q,383.545691,end,383.545691
case_136.139,a,383.545691,start,392.808241
case_136,p,383.545691,start,385.228350
case_136.139,a,391.180440,end,391.180440
case_136.139,m,391.180440,start,417.489500
case_136.139,m,392.292379,end,392.714890
case_136.139,q,392.292379,start,398.109392
case_136.139,q,393.108124,end,398.797155
case_136.139,p,393.108124,start,393.108124
case_136.139,p,400.916949,end,400.916949
case_136.139,m,400.916949,start,428.259035
case_136.139,m,401.542567,end,401.542567
case_136.139,f,401.542567,start,422.078277
case_136.139,f,435.030521,end,463.594497
case_136.139,c,435.030521,start,442.779820
case_136.139,c,439.328355,end,455.607774
case_136,p,457.156201,end,457.156201
case_136.140,a,457.156201,start,481.574733
case_136,m,457.156201,start,457.156201
case_136,m,465.119374,end,465.119374
case_136,q,465.119374,start,481.606937
case_136.140,a,471.052237,end,492.641202
case_136.140,m,471.052237,start,471.052237
case_136.140,m,482.104498,end,482.104498
case_136.140,f,482.104498,start,486.420605
case_136.140,f,494.574229,end,520.904814
case_136.140,c,494.574229,start,509.040127
case_136.140,c,510.703696,end,515.146885
case_136.140,o,510.703696,start,519.680324
case_136.140,o,513.249305,end,516.414741
case_136.140,k,513.249305,start,543.259926
case_136.140,k,523.846765,end,534.906062
case_136.140,g,523.846765,start,523.846765
case_136,q,526.443598,end,526.443598
case_30.fractal_75,m,554.688711,start,554.688711
case_136,p,526.443598,start,545.189306
case_136,p,527.100211,end,545.075667
case_136,m,527.100211,start,529.295533
case_136.141,d,527.575034,end,527.575034
case_136.141,y,527.575034,start,547.939829
case_91.92.fractal_73,m,554.968658,end,554.968658
case_1.123,m,541.884834,end,555.228459
case_136.140,g,538.515452,end,538.515452
case_136.140,h,538.515452,start,545.636314
case_136.140,h,539.466610,end,539.466610
case_102.121,c,555.347959,end,555.347959
case_136.140,k,540.346791,end,542.672542
case_9,y,534.969866,end,555.353652
case_136,m,540.945452,end,552.475197
case_136.141,d,526.443598,start,555.516624
case_136,q,540.945452,start,541.230773
case_91.92.fractal_67,m,539.127595,end,555.918788
case_136.140,k,541.828313,start,542.252208
case_102.104,p,529.312474,start,556.618369
case_62,m,531.461153,end,556.677120
case_102.104,p,543.932199,end,556.962115
case_136,p,545.726314,start,545.726314
case_116.117,i,535.283546,end,557.771866
case_116.117,c,535.283546,start,558.100821
case_62.fractal_70,p,549.019155,start,558.177720
case_91.92,q,530.168293,start,558.257962
case_72.74,g,528.757417,end,558.638434
case_102.104,m,543.932199,start,559.555929
case_53.120,g,559.455805,end,559.455805
case_62.fractal_70,q,549.019155,end,559.635037
case_72.74,g,541.436343,end,560.007415
case_72.74,g,559.677709,start,559.677709
case_6,p,553.163890,start,560.029752
case_91.92.fractal_73,q,547.394069,start,560.162583
case_53.120,g,550.454110,start,560.187803
case_102.104,m,560.491078,end,560.491078
case_9,y,558.752761,start,560.856675
case_72.74,h,545.250812,start,562.088040
case_53.120,k,550.454110,end,562.182670
case_136.141,y,535.296090,end,562.233812
case_116.117.fractal_72,m,535.218214,end,562.251809
case_9.fractal_36,y,561.768229,end,561.768229
case_1,p,540.564019,end,562.758279
case_91.92.fractal_73,q,538.509318,end,562.907229
case_136.141,d,542.979197,end,562.967353
case_102.103,p,556.674291,start,563.085341
case_136.fractal_85,c,540.945452,start,563.321070
case_116.117.fractal_72,b,563.101154,start,563.101154
case_9.fractal_36,y,551.491874,start,563.379219
case_72.74,k,545.250812,end,563.686831
case_50.122,y,545.564986,start,563.700970
case_53,q,543.748829,start,564.616110
case_136.140,k,539.466610,start,564.632224
case_53,m,564.988232,start,564.988232
case_72.74,k,538.528097,end,565.024426
case_136.141,d,535.296090,start,565.114092
case_9,d,558.752761,end,565.186517
case_1.123,m,540.564019,start,565.390683
case_91.92,q,539.605574,end,565.888727
case_102.104.fractal_86,q,560.491078,start,565.974810
case_91.92.fractal_73,p,544.193580,end,566.462381
case_91.92.fractal_67,a,536.968624,end,566.659396
case_62,c,544.789830,start,567.024565
case_53.120,o,559.455805,start,567.064482
case_116.117.fractal_72,b,539.173650,end,567.694422
case_62.fractal_70,p,568.471048,end,568.471048
case_91.92.fractal_73,p,547.935578,end,568.481104
case_136.140,o,540.346791,start,568.495777
case_91.92.fractal_73,m,544.193580,start,568.666453
case_91.92.fractal_73,q,547.504319,end,568.706610
case_72.74,g,538.528097,start,568.911965
case_91.92.fractal_76,q,551.070573,start,569.302937
case_72.74,o,562.971596,start,569.421872
case_72.74,o,569.770561,end,569.770561
case_72.74,g,569.770561,start,569.770561
case_91,h,569.804788,end,569.804788
case_1,m,540.564019,start,570.080387
case_102.121,c,548.831289,start,570.126097
case_136.141,a,542.979197,start,570.144358
case_81.124,f,548.033942,start,570.431641
case_91.92.fractal_73,p,570.742270,end,570.742270
case_136.140,o,541.828313,end,570.802120
case_91.92.fractal_73,p,568.956018,start,570.873356
case_91.92.fractal_76,p,567.516579,end,571.249659
case_91.92.fractal_76,q,558.852469,end,571.544021
case_136.141,m,568.454963,end,571.699203
case_102.104.fractal_86,p,563.463577,end,572.443422
case_1.123,i,572.594054,end,572.594054
case_102.104.fractal_86,m,572.388763,end,573.260424
case_91.143,b,573.298992,end,573.298992
case_72.74,h,551.475250,end,573.332311
case_136,q,545.726314,end,573.698684
case_102.104.fractal_74,m,550.926886,end,573.764090
case_81.124,m,574.442197,end,574.442197
case_53.120,k,574.727961,end,574.727961
case_53.120,h,574.727961,start,574.727961
case_50.122,d,545.564986,end,574.854468
case_102.104,q,575.022229,end,575.022229
case_102.104,p,575.022229,start,575.022229
case_102.121,y,548.831289,end,575.157755
case_91.92.fractal_73,q,554.968658,start,575.219531
case_53.142,o,565.305473,start,575.286851
case_136.140,k,548.954121,end,575.355706
case_30.fractal_75,a,550.063273,start,575.830189
case_136.140,k,553.913630,start,576.093337
case_91.92.fractal_76,m,550.112734,start,576.576609
case_91,k,569.804788,start,577.024024
case_136.141,a,556.468079,end,577.040304
case_102.104,i,577.071213,start,577.071213
case_72.74,k,551.475250,start,577.254236
case_91.92,m,576.439371,end,577.311709
case_102.104,q,547.689152,end,577.359429
case_136.140,h,548.954121,start,577.372738
case_102.104.fractal_86,m,563.463577,start,577.495640
case_136.141,m,556.468079,start,577.683969
case_81.124,o,578.209357,end,578.209357
case_81.124,c,578.209357,start,578.209357
case_102.104,m,549.667303,start,578.211092
case_50.122,y,578.411225,start,578.411225
case_53.142,a,578.577689,start,578.914721
case_91.143,a,579.687836,start,579.687836
case_50.122,y,578.220979,end,580.277036
case_91.143,a,580.668547,end,580.668547
case_1.123,c,572.594054,start,581.023700
case_91.92,q,572.122102,end,581.206691
case_102.104.fractal_86,p,561.832411,start,581.259920
case_81.124,a,569.191790,start,581.306863
case_102.104,i,582.137533,end,582.137533
case_136.140,g,565.883468,start,582.309585
case_102.104,m,576.067258,start,582.366593
case_102.103,q,556.674291,end,582.458427
case_50.122,y,582.689418,end,582.689418
case_30.fractal_75,i,580.090237,start,582.703069
case_53.120,o,560.781865,end,582.735232
case_116.117.fractal_72,b,580.232186,end,582.766568
case_72.74,g,562.971596,end,582.885071
case_53.120,h,583.107486,end,583.107486
case_53.120,k,583.107486,start,583.107486
case_102,p,581.583518,start,583.322101
case_91.92,m,573.545172,start,583.405414
case_30.fractal_75,m,580.090237,end,583.589659
case_53,p,560.162819,start,583.659781
case_102,p,583.661126,end,583.661126
case_62.fractal_70,m,568.471048,start,583.665765
case_53,q,560.162819,end,583.731367
case_81.124,o,574.442197,start,583.750213
case_136.140,h,553.913630,end,584.226732
case_91.143,m,580.668547,start,584.412531
case_53.142,k,565.305473,end,584.414631
case_81.124,m,571.677421,start,584.494822
case_102.104.fractal_74,q,584.617818,end,584.617818
case_50.122,a,584.635599,end,584.635599
case_50.122,o,585.218350,end,585.218350
case_136,p,585.260829,end,585.260829
case_136.141,o,568.454963,start,585.411942
case_91.92.fractal_76,p,558.852469,start,585.673335
case_53.120,k,560.781865,start,585.685868
case_50.122,g,585.218350,start,585.725723
case_72.74,o,585.985972,start,585.985972
case_102.103,m,572.620541,start,586.282407
case_136.140,g,566.870212,end,586.774255
case_91.143,b,569.804788,start,587.080694
case_1.123,y,587.122376,start,587.122376
case_53,p,564.988232,end,587.297504
case_30.fractal_75,i,587.970387,end,587.970387
case_91.92,p,585.081886,start,588.022144
case_102.104.fractal_74,p,587.994992,end,587.994992
case_1.123,b,567.542161,end,588.484804
case_102.104,m,577.071213,end,588.892807
case_91.92,q,585.081886,end,588.928684
case_62.fractal_70,m,583.624386,end,589.072257
case_50.122,d,578.411225,end,589.100683
case_62,c,559.357229,end,589.152438
case_72.74,k,559.677709,end,589.222825
case_102.104.fractal_74,m,587.994992,start,589.365095
case_72.74,o,589.454990,end,589.454990
case_72.74,c,589.454990,start,589.454990
case_102.144,d,589.604009,start,589.604009
case_116,m,560.996216,end,589.801764
case_102.104,q,560.491078,start,589.818508
case_91.143,p,587.943297,start,589.949832
case_6,p,589.967828,end,589.967828
case_91.143,i,573.298992,start,590.147477
case_6,m,589.967828,start,590.176866
case_1.123,y,590.152111,end,590.152111
case_102.103,q,587.740953,start,590.265640
case_102.104,a,588.576884,end,590.296490
case_102.104.fractal_86,q,561.832411,end,590.598442
case_136,m,585.260829,start,590.881016
case_91.92,q,576.439371,start,590.890071
case_81.124,a,571.677421,end,591.127194
case_116,q,560.996216,start,591.514469
case_91.143,q,581.504368,start,591.607699
case_102.144,y,589.604009,end,591.698865
case_136.140,o,566.870212,start,591.833713
